Date,Open,High,Low,Close,Adj Close,Volume
1/2/2013,1.179999948,1.320000052,1.179999948,1.25,1.25,11700
1/3/2013,1.220000029,1.24000001,1.159999967,1.169999957,1.169999957,15800
1/4/2013,1.179999948,1.230000019,1.179999948,1.220000029,1.220000029,5600
1/7/2013,1.220000029,1.220000029,1.200000048,1.220000029,1.220000029,2500
1/8/2013,1.24000001,1.320000052,1.200000048,1.299999952,1.299999952,8500
1/9/2013,1.350000024,1.350000024,1.350000024,1.350000024,1.350000024,1600
1/10/2013,1.330000043,1.330000043,1.25999999,1.269999981,1.269999981,13500
1/11/2013,1.220000029,1.330000043,1.190000057,1.330000043,1.330000043,21500
1/14/2013,1.279999971,1.320000052,1.25999999,1.25999999,1.25999999,9100
1/15/2013,1.25999999,1.25999999,1.25999999,1.25999999,1.25999999,0
1/16/2013,1.269999981,1.269999981,1.25999999,1.269999981,1.269999981,1900
1/17/2013,1.299999952,1.299999952,1.25,1.25999999,1.25999999,3300
1/18/2013,1.330000043,1.340000033,1.309999943,1.309999943,1.309999943,1600
1/22/2013,1.320000052,1.340000033,1.25,1.330000043,1.330000043,15000
1/23/2013,1.350000024,1.350000024,1.25,1.279999971,1.279999971,3100
1/24/2013,1.25,1.320000052,1.25,1.279999971,1.279999971,18100
1/25/2013,1.279999971,1.320000052,1.279999971,1.320000052,1.320000052,4300
1/28/2013,1.279999971,1.330000043,1.25,1.320000052,1.320000052,10700
1/29/2013,1.299999952,1.340000033,1.279999971,1.320000052,1.320000052,5800
1/30/2013,1.279999971,1.309999943,1.279999971,1.299999952,1.299999952,5000
1/31/2013,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952,0
2/1/2013,1.25,1.279999971,1.200000048,1.25999999,1.25999999,10000
2/4/2013,1.25999999,1.25999999,1.25999999,1.25999999,1.25999999,0
2/5/2013,1.279999971,1.299999952,1.25,1.25999999,1.25999999,12100
2/6/2013,1.210000038,1.25,1.210000038,1.25,1.25,1300
2/7/2013,1.25,1.309999943,1.200000048,1.220000029,1.220000029,8900
2/8/2013,1.200000048,1.210000038,1.159999967,1.159999967,1.159999967,4000
2/11/2013,1.25,1.279999971,1.25,1.279999971,1.279999971,3700
2/12/2013,1.269999981,1.299999952,1.269999981,1.269999981,1.269999981,3400
2/13/2013,1.269999981,1.269999981,1.25999999,1.269999981,1.269999981,4400
2/14/2013,1.269999981,1.269999981,1.269999981,1.269999981,1.269999981,0
2/15/2013,1.210000038,1.210000038,1.200000048,1.210000038,1.210000038,1100
2/19/2013,1.269999981,1.299999952,1.25999999,1.289999962,1.289999962,5900
