Date,Open,High,Low,Close,Adj Close,Volume
1/2/2013,2.700000048,2.799999952,2.700000048,2.799999952,2.799999952,5600
1/3/2013,2.75,2.809999943,2.74000001,2.799999952,2.799999952,4500
1/4/2013,2.799999952,2.799999952,2.799999952,2.799999952,2.799999952,0
1/7/2013,2.75,2.75,2.700000048,2.700000048,2.700000048,400
1/8/2013,2.700000048,2.700000048,2.599999905,2.599999905,2.599999905,500
1/9/2013,2.599999905,2.599999905,2.599999905,2.599999905,2.599999905,0
1/10/2013,2.599999905,2.599999905,2.400000095,2.569999933,2.569999933,12800
1/11/2013,2.569999933,2.569999933,2.569999933,2.569999933,2.569999933,0
1/14/2013,2.569999933,2.569999933,2.569999933,2.569999933,2.569999933,0
1/15/2013,2.569999933,2.569999933,2.569999933,2.569999933,2.569999933,0
1/16/2013,2.589999914,2.589999914,2.589999914,2.589999914,2.589999914,3100
1/17/2013,2.549999952,2.589999914,2.170000076,2.319999933,2.319999933,203300
1/18/2013,2.319999933,2.339999914,2.25,2.319999933,2.319999933,32300
1/22/2013,2.349999905,2.349999905,2.289999962,2.289999962,2.289999962,16400
1/23/2013,2.279999971,2.279999971,2.190000057,2.190000057,2.190000057,41600
1/24/2013,2.210000038,2.210000038,2.190000057,2.200000048,2.200000048,15500
1/25/2013,2.190000057,2.25,2.190000057,2.230000019,2.230000019,8700
1/28/2013,2.25,2.339999914,2.210000038,2.24000001,2.24000001,10900
1/29/2013,2.220000029,2.25,2.180000067,2.210000038,2.210000038,6500
1/30/2013,2.200000048,2.25,2.200000048,2.230000019,2.230000019,19800
1/31/2013,2.220000029,2.25,2.220000029,2.25,2.25,1500
2/1/2013,2.299999952,2.359999895,2.230000019,2.230000019,2.230000019,6900
2/4/2013,2.25,2.25,2.200000048,2.200000048,2.200000048,3300
2/5/2013,2.25,2.25,2.25,2.25,2.25,2000
2/6/2013,2.210000038,2.210000038,2.210000038,2.210000038,2.210000038,200
2/7/2013,2.210000038,2.210000038,2.180000067,2.180000067,2.180000067,26700
2/8/2013,2.180000067,2.180000067,2.180000067,2.180000067,2.180000067,600
2/11/2013,2.190000057,2.190000057,2.180000067,2.180000067,2.180000067,1900
2/12/2013,2.180000067,2.180000067,2.059999943,2.059999943,2.059999943,20100
2/13/2013,2.079999924,2.150000095,2.079999924,2.150000095,2.150000095,25000
2/14/2013,2.109999895,2.329999924,2.039999962,2.25,2.25,7800
2/15/2013,2.269999981,2.269999981,2.150000095,2.150000095,2.150000095,4200
2/19/2013,2.150000095,2.170000076,2.150000095,2.170000076,2.170000076,10300
2/20/2013,2.160000086,2.339999914,2.160000086,2.25999999,2.25999999,30600
2/21/2013,2.210000038,2.25,2.119999886,2.150000095,2.150000095,10900
2/22/2013,2.150000095,2.160000086,2.099999905,2.109999895,2.109999895,3100
2/25/2013,2.109999895,2.109999895,2.079999924,2.079999924,2.079999924,700
2/26/2013,2.079999924,2.119999886,2.069999933,2.079999924,2.079999924,3800
2/27/2013,2.119999886,2.130000114,2.049999952,2.049999952,2.049999952,12900
2/28/2013,2.029999971,2.099999905,2.029999971,2.099999905,2.099999905,7500
3/1/2013,2.089999914,2.099999905,2.049999952,2.099999905,2.099999905,700
3/4/2013,2.059999943,2.079999924,2,2.039999962,2.039999962,4000
3/5/2013,2.019999981,2.039999962,1.879999995,1.970000029,1.970000029,19500
3/6/2013,1.970000029,1.970000029,1.870000005,1.870000005,1.870000005,27100
3/7/2013,1.870000005,2.039999962,1.870000005,1.970000029,1.970000029,11900
3/8/2013,1.99000001,2.130000114,1.99000001,2.119999886,2.119999886,6100
3/11/2013,2.109999895,2.109999895,1.980000019,2.019999981,2.019999981,16000
3/12/2013,2.00999999,2.00999999,2.00999999,2.00999999,2.00999999,100
3/13/2013,2.00999999,2.00999999,2,2,2,500
3/14/2013,1.99000001,2,1.99000001,2,2,400
3/15/2013,1.960000038,2.00999999,1.919999957,2.00999999,2.00999999,2100
